ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4760,68,70,2
1,1188,44,27,3
2,3380,52,65,2
3,3660,61,60,4
4,1452,33,44,4
5,986,34,29,4
6,3312,69,48,1
7,2115,45,47,4
8,2064,48,43,1
9,2542,41,62,3
10,2695,55,49,3
11,4680,65,72,4
12,1479,51,29,4
13,1776,48,37,3
14,2552,44,58,2
15,837,27,31,2
16,1800,30,60,1
17,2450,50,49,4
18,1656,36,46,4
19,4536,63,72,3
20,3472,56,62,3
21,4154,62,67,2
22,2000,40,50,4
23,1428,42,34,1
24,2800,70,40,2
25,1890,63,30,4
26,2048,64,32,2
27,3965,61,65,3
28,1566,54,29,2
29,3906,63,62,2
30,3410,55,62,3
31,2380,68,35,4
32,1472,32,46,1
33,2610,58,45,2
34,1575,35,45,4
35,1472,32,46,3
36,2263,73,31,4
37,3290,70,47,2
38,1881,57,33,1
39,1156,34,34,1
40,2107,49,43,4
41,2405,37,65,4
42,2916,54,54,2
43,2660,70,38,1
44,1960,56,35,2
45,3976,71,56,2
46,1725,69,25,3
47,3360,60,56,3
48,3672,68,54,3
49,2576,56,46,1
