ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4550,70,65,1
1,2322,54,43,3
2,3922,74,53,2
3,2256,48,47,3
4,3621,71,51,4
5,650,26,25,2
6,3591,63,57,1
7,2520,63,40,2
8,1066,41,26,2
9,2346,69,34,1
10,2542,62,41,4
11,3120,52,60,3
12,2501,61,41,4
13,2530,46,55,3
14,2001,29,69,3
15,2040,60,34,3
16,2499,51,49,4
17,780,30,26,2
18,2691,69,39,3
19,3500,70,50,2
20,3190,58,55,4
21,2088,29,72,3
22,2730,39,70,4
23,3990,57,70,4
24,2294,31,74,4
25,2200,44,50,3
26,2120,53,40,4
27,2176,68,32,1
28,3876,68,57,3
29,2288,44,52,1
30,2448,68,36,2
31,1950,39,50,3
32,3976,56,71,3
33,1645,35,47,4
34,2268,42,54,2
35,1360,34,40,4
36,3776,59,64,4
37,2714,59,46,2
38,2546,67,38,3
39,1932,28,69,4
40,4620,70,66,2
41,2240,70,32,2
42,3036,44,69,1
43,3976,56,71,1
44,1400,35,40,3
45,5106,69,74,3
46,2343,33,71,2
47,3618,67,54,2
48,2880,45,64,4
49,2730,65,42,2
