ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4071,59,69,1
1,1092,39,28,2
2,3266,46,71,3
3,2014,38,53,1
4,1848,42,44,4
5,2028,52,39,3
6,3780,60,63,2
7,2914,47,62,2
8,1479,51,29,3
9,4624,68,68,3
10,2829,69,41,1
11,2520,60,42,2
12,1189,29,41,1
13,2320,40,58,3
14,3528,63,56,2
15,1015,35,29,1
16,3835,65,59,3
17,2809,53,53,2
18,950,25,38,1
19,999,37,27,2
20,3478,74,47,2
21,2112,66,32,2
22,1539,57,27,4
23,2065,35,59,3
24,1820,52,35,3
25,3922,74,53,4
26,3538,61,58,3
27,1775,71,25,1
28,1147,37,31,1
29,2160,36,60,3
30,2130,71,30,1
31,2968,53,56,4
32,1300,50,26,3
33,3111,61,51,1
34,1269,27,47,3
35,4686,66,71,4
36,3180,53,60,3
37,4830,70,69,1
38,3888,54,72,3
39,4218,74,57,2
40,2585,55,47,4
41,3705,65,57,2
42,2244,68,33,3
43,1680,56,30,4
44,4884,74,66,3
45,1652,28,59,3
46,3240,45,72,1
47,1872,52,36,3
48,1782,66,27,2
49,4828,71,68,4
