ID,WIDTH,HEIGHT
0,7,30
1,7,3
2,7,27
3,10,20
4,13,17
5,20,27
6,30,30
7,3,7
8,20,27
9,27,27
10,13,17
11,23,17
12,10,30
13,30,23
14,20,10
15,7,7
16,20,17
17,13,10
18,17,23
19,30,23
20,30,10
21,17,10
22,30,17
23,10,17
24,20,13
25,13,7
26,10,7
27,30,23
28,27,20
29,23,10
30,23,3
31,23,27
32,13,3
33,17,3
34,27,20
35,17,20
36,20,23
37,20,23
38,23,27
39,7,13
40,13,3
41,17,10
42,3,10
43,30,17
44,20,3
45,13,30
46,27,13
47,10,10
48,7,3
49,7,10
50,27,20
51,3,10
52,7,7
53,20,7
54,20,3
55,17,23
56,13,3
57,10,23
58,27,20
59,27,30
60,20,20
61,20,20
62,7,30
63,10,3
64,10,10
65,13,27
66,10,30
67,13,23
68,7,3
69,20,13
70,13,23
71,30,10
72,30,13
73,30,20
74,7,10
75,13,17
76,10,7
77,3,3
78,23,27
79,23,27
80,3,17
81,20,30
82,10,20
83,23,27
84,30,27
85,20,10
86,27,7
87,17,23
88,13,30
89,3,13
90,3,23
91,10,7
92,10,7
93,27,23
94,3,17
95,3,20
96,30,20
97,27,13
98,13,13
99,20,27
100,30,10
101,3,20
102,3,20
103,13,30
104,20,7
105,13,13
106,20,27
107,3,3
108,13,10
109,10,27
110,27,10
111,7,20
112,17,30
113,13,13
114,13,13
115,20,27
116,13,13
117,30,17
118,13,20
119,23,3
120,7,7
121,3,10
122,17,20
123,10,3
124,20,7
125,10,27
126,13,30
127,7,3
128,17,10
129,3,20
130,23,3
131,30,13
132,30,17
133,10,10
134,17,10
135,13,23
136,27,13
137,13,23
138,23,3
139,3,23
140,27,20
141,13,17
142,3,13
143,7,13
144,30,10
145,10,7
146,13,7
147,10,7
148,7,13
149,3,17
