ID,WIDTH,HEIGHT
0,24,27
1,18,27
2,3,18
3,24,12
4,9,9
5,3,18
6,12,3
7,3,15
8,24,27
9,12,21
10,18,24
11,24,18
12,18,3
13,24,15
14,18,18
15,18,24
16,21,12
17,3,9
18,12,9
19,21,12
20,24,6
21,21,18
22,27,6
23,15,27
24,24,27
25,6,27
26,24,27
27,24,27
28,18,6
29,18,9
30,9,21
31,24,6
32,21,15
33,24,6
34,9,18
35,15,21
36,6,21
37,18,21
38,6,3
39,9,21
40,24,18
41,12,24
42,9,18
43,9,6
44,27,9
45,3,21
46,6,3
47,3,12
48,18,12
49,12,12
50,3,15
51,21,12
52,18,24
53,15,18
54,3,15
55,9,12
56,24,15
57,3,18
58,21,24
59,24,24
60,9,24
61,18,21
62,24,21
63,24,27
64,27,15
65,12,3
66,12,24
67,12,6
68,3,18
69,21,3
70,3,12
71,21,24
72,6,6
73,3,12
74,18,3
75,27,18
76,12,3
77,9,12
78,18,24
79,6,18
80,15,27
81,15,6
82,9,24
83,12,15
84,18,3
85,27,21
86,6,15
87,21,27
88,21,18
89,18,27
90,21,9
91,18,9
92,15,21
93,9,15
94,15,27
95,21,21
96,18,15
97,24,21
98,27,6
99,18,27
