ID,WIDTH,HEIGHT
0,18,28
1,15,15
2,15,28
3,28,6
4,9,6
5,21,28
6,18,3
7,18,3
8,18,15
9,15,3
10,28,6
11,18,3
12,6,18
13,9,9
14,18,12
15,12,6
16,21,6
17,15,15
18,25,12
19,3,12
20,12,6
21,25,21
22,28,18
23,18,15
24,21,21
25,28,15
26,12,6
27,28,25
28,15,3
29,25,21
30,3,12
31,6,6
32,6,18
33,6,18
34,18,21
35,21,28
36,21,9
37,25,12
38,28,21
39,6,6
40,12,6
41,18,6
42,28,6
43,12,9
44,6,6
45,3,21
46,21,25
47,3,15
48,12,25
49,15,15
50,21,9
51,18,3
52,28,28
53,15,18
54,21,21
55,9,28
56,25,6
57,15,3
58,15,25
59,21,3
60,21,15
61,28,25
62,25,9
63,12,15
64,3,18
65,3,21
66,21,6
67,6,3
68,21,3
69,12,21
70,25,12
71,28,18
72,9,15
73,3,6
74,6,28
75,9,12
76,25,9
77,28,9
78,9,6
79,9,25
80,25,25
81,25,18
82,3,6
83,6,12
84,15,6
85,28,18
86,15,28
87,15,21
88,28,28
89,25,25
90,6,12
91,9,6
92,28,21
93,21,3
94,18,25
95,21,25
96,6,21
97,12,18
98,28,28
99,3,21
