ID,WIDTH,HEIGHT
0,25,28
1,19,28
2,3,19
3,25,13
4,9,9
5,3,19
6,13,3
7,3,16
8,25,28
9,13,22
10,19,25
11,25,19
12,19,3
13,25,16
14,19,19
15,19,25
16,22,13
17,3,9
18,13,9
19,22,13
20,25,6
21,22,19
22,28,6
23,16,28
24,25,28
25,6,28
26,25,28
27,25,28
28,19,6
29,19,9
30,9,22
31,25,6
32,22,16
33,25,6
34,9,19
35,16,22
36,6,22
37,19,22
38,6,3
39,9,22
40,25,19
41,13,25
42,9,19
43,9,6
44,28,9
45,3,22
46,6,3
47,3,13
48,19,13
49,13,13
50,3,16
51,22,13
52,19,25
53,16,19
54,3,16
55,9,13
56,25,16
57,3,19
58,22,25
59,25,25
60,9,25
61,19,22
62,25,22
63,25,28
64,28,16
65,13,3
66,13,25
67,13,6
68,3,19
69,22,3
70,3,13
71,22,25
72,6,6
73,3,13
74,19,3
75,28,19
76,13,3
77,9,13
78,19,25
79,6,19
80,16,28
81,16,6
82,9,25
83,13,16
84,19,3
85,28,22
86,6,16
87,22,28
88,22,19
89,19,28
90,22,9
91,19,9
92,16,22
93,9,16
94,16,28
95,22,22
96,19,16
97,25,22
98,28,6
99,19,28
100,19,28
101,16,16
102,16,28
103,28,6
104,9,6
105,22,28
106,19,3
107,19,3
108,19,16
109,16,3
110,28,6
111,19,3
112,6,19
113,9,9
114,19,13
115,13,6
116,22,6
117,16,16
118,25,13
119,3,13
120,13,6
121,25,22
122,28,19
123,19,16
124,22,22
125,28,16
126,13,6
127,28,25
128,16,3
129,25,22
130,3,13
131,6,6
132,6,19
133,6,19
134,19,22
135,22,28
136,22,9
137,25,13
138,28,22
139,6,6
140,13,6
141,19,6
142,28,6
143,13,9
144,6,6
145,3,22
146,22,25
147,3,16
148,13,25
149,16,16
