ID,WIDTH,HEIGHT
0,7,9
1,2,4
2,2,9
3,5,9
4,1,6
5,1,4
6,9,3
7,3,7
8,4,2
9,6,6
10,5,5
11,6,6
12,8,8
13,6,7
14,6,4
15,2,7
16,5,9
17,3,2
18,6,7
19,6,4
20,5,1
21,7,6
22,6,7
23,8,2
24,6,8
25,9,6
26,7,1
27,7,9
28,3,6
29,3,2
30,8,7
31,2,3
32,1,1
33,6,8
34,5,5
35,4,3
36,5,5
37,2,3
38,7,3
39,8,9
40,8,7
41,3,9
42,2,1
43,8,5
44,6,9
45,6,3
46,1,5
47,3,3
48,9,5
49,6,2
50,5,4
51,5,8
52,5,4
53,7,5
54,6,4
55,1,7
56,1,6
57,8,5
58,7,5
59,4,8
60,5,4
61,9,6
62,2,4
63,2,7
64,9,6
65,1,3
66,1,6
67,2,8
68,8,6
69,7,8
70,1,2
71,7,6
72,2,1
73,2,6
74,4,3
75,4,6
76,8,8
77,5,6
78,8,9
79,2,6
80,4,3
81,2,8
82,1,4
83,6,3
84,5,3
85,3,1
86,8,2
87,3,8
88,9,8
89,7,6
90,4,8
91,3,8
92,3,3
93,5,9
94,1,1
95,5,4
96,1,3
97,9,3
98,2,2
99,1,1
