ID,WIDTH,HEIGHT
0,16,13
1,16,26
2,16,13
3,23,16
4,20,13
5,3,23
6,3,20
7,26,16
8,23,16
9,13,26
10,16,13
11,29,20
12,7,13
13,7,23
14,29,20
15,3,10
16,3,20
17,7,26
18,26,20
19,23,26
20,3,7
21,23,20
22,7,3
23,7,20
24,13,10
25,13,20
26,26,26
27,16,20
28,26,29
29,7,20
30,13,10
31,7,26
32,3,13
33,20,10
34,16,10
35,10,3
36,26,7
37,10,26
38,29,26
39,23,20
40,13,26
41,10,26
42,10,10
43,16,29
44,3,3
45,16,13
46,3,10
47,29,10
48,7,7
49,3,3
50,13,29
51,13,13
52,29,26
53,16,26
54,23,13
55,10,3
56,16,29
57,13,10
58,20,10
59,23,29
60,13,29
61,20,26
62,20,7
63,10,13
64,3,13
65,3,20
66,26,20
67,23,26
68,16,23
69,7,23
70,23,23
71,20,23
72,3,16
73,10,7
74,29,20
75,10,29
76,13,23
77,7,7
78,10,16
79,29,13
80,7,29
81,23,26
82,7,16
83,3,23
84,7,13
85,10,29
86,3,10
87,7,10
88,7,20
89,26,29
90,7,26
91,20,20
92,29,16
93,29,20
94,7,20
95,20,13
96,29,16
97,20,16
98,10,13
99,13,3
100,26,7
101,3,13
102,20,3
103,7,7
104,20,16
105,20,23
106,13,23
107,13,26
108,20,7
109,29,26
110,13,29
111,7,29
112,20,13
113,20,23
114,3,10
115,10,13
116,29,23
117,23,29
118,13,13
119,29,10
120,13,20
121,13,23
122,23,23
123,23,7
124,7,10
125,23,29
126,13,16
127,7,16
128,20,13
129,23,3
130,3,3
131,3,13
132,10,23
133,7,13
134,3,23
135,23,7
136,23,20
137,20,16
138,3,16
139,16,29
140,23,16
141,23,23
142,13,13
143,7,3
144,10,26
145,7,10
146,16,3
147,13,16
148,20,23
149,13,13
