ID,WIDTH,HEIGHT
0,1,6
1,2,8
2,6,5
3,4,9
4,8,7
5,2,8
6,7,5
7,3,1
8,1,4
9,2,2
10,9,5
11,2,1
12,1,4
13,5,6
14,6,6
15,2,6
16,5,4
17,1,6
18,8,8
19,5,3
20,8,7
21,9,9
22,5,2
23,5,3
24,8,2
25,8,8
26,9,9
27,6,4
28,3,3
29,4,1
30,7,1
31,3,3
32,6,7
33,8,7
34,5,2
35,7,5
36,5,9
37,7,1
38,6,4
39,7,6
40,6,4
41,2,3
42,4,8
43,5,9
44,7,4
45,2,6
46,5,1
47,7,5
48,2,9
49,2,9
50,7,3
51,4,1
52,9,7
53,2,8
54,8,6
55,2,2
56,8,5
57,2,5
58,7,4
59,3,6
60,7,7
61,7,5
62,2,4
63,5,6
64,4,1
65,9,9
66,5,4
67,5,4
68,8,3
69,5,3
70,9,3
71,7,6
72,2,7
73,8,4
74,5,9
75,6,1
76,5,2
77,8,6
78,6,2
79,8,2
80,1,7
81,3,9
82,3,4
83,2,7
84,8,7
85,6,7
86,3,2
87,1,1
88,8,8
89,2,2
90,5,1
91,2,5
92,7,7
93,5,1
94,4,2
95,7,3
96,4,3
97,6,5
98,6,2
99,5,9
