ID,WIDTH,HEIGHT
0,4,9
1,4,4
2,9,8
3,5,8
4,7,4
5,3,1
6,5,9
7,4,3
8,6,3
9,7,9
10,4,9
11,6,8
12,6,2
13,3,4
14,1,4
15,1,6
16,8,6
17,7,8
18,5,7
19,2,7
20,7,7
21,6,7
22,1,5
23,3,2
24,9,6
25,3,9
26,4,7
27,2,2
28,3,5
29,9,4
30,2,9
31,7,8
32,2,5
33,1,7
34,2,4
35,3,9
36,1,3
37,2,3
38,2,6
39,8,9
40,2,8
41,6,6
42,9,5
43,9,6
44,2,6
45,6,4
46,9,5
47,6,5
48,3,4
49,4,1
50,8,2
51,1,4
52,6,1
53,2,2
54,6,5
55,6,7
56,4,7
57,4,8
58,6,2
59,9,8
60,4,9
61,2,9
62,6,4
63,6,7
64,1,3
65,3,4
66,9,7
67,7,9
68,4,4
69,9,3
70,4,6
71,4,7
72,7,7
73,7,2
74,2,3
75,7,9
76,4,5
77,2,5
78,6,4
79,7,1
80,1,1
81,1,4
82,3,7
83,2,4
84,1,7
85,7,2
86,7,6
87,6,5
88,1,5
89,5,9
90,7,5
91,7,7
92,4,4
93,2,1
94,3,8
95,2,3
96,5,1
97,4,5
98,6,7
99,4,4
