ID,WIDTH,HEIGHT,GROUP
0,6,10,0
1,8,10,0
2,23,6,0
3,11,10,0
4,11,6,0
5,10,7,0
6,74,6,1
7,27,6,1
8,9,7,1
9,14,8,1
10,48,7,2
11,11,10,2
12,31,10,2
13,9,6,2
14,47,7,2
15,8,6,2
16,14,6,3
17,6,10,3
18,7,10,3
19,20,14,3
20,27,19,4
21,64,34,4
22,20,6,4
23,10,10,4
24,8,6,4
25,15,6,4
26,18,6,5
27,7,6,5
28,6,6,5
29,10,6,5
30,25,10,6
31,26,6,6
32,53,7,6
33,46,10,6
34,74,8,7
35,26,8,7
36,39,6,8
37,10,6,8
38,7,6,8
39,7,6,8
40,25,10,8
41,36,6,8
42,20,6,8
43,16,22,8
44,16,6,8
45,8,10,9
46,6,10,9
47,6,8,9
48,6,7,9
49,7,6,9
