ID,WIDTH,HEIGHT,GROUP
0,3,5,0
1,9,11,0
2,3,3,0
3,4,4,0
4,10,3,0
5,4,3,1
6,23,4,1
7,3,14,1
8,11,8,2
9,4,5,2
10,20,3,2
11,20,5,2
12,12,4,3
13,4,7,3
14,7,4,3
15,18,4,3
16,3,7,3
17,4,4,4
18,4,28,4
19,4,4,4
20,4,29,4
21,3,22,5
22,8,10,5
23,4,4,5
24,3,4,5
25,23,35,6
26,7,6,6
27,3,5,6
28,7,3,6
29,3,3,6
30,8,6,6
31,13,43,6
32,3,9,7
33,11,8,7
34,11,19,7
35,17,6,8
36,8,20,8
37,23,34,8
38,3,12,8
39,4,21,8
40,37,15,8
41,12,10,8
42,4,5,8
43,9,3,8
44,4,3,9
45,3,3,9
46,7,50,9
47,5,8,9
48,3,10,9
49,5,20,9
50,4,3,10
51,4,4,10
52,5,11,10
53,3,4,11
54,3,4,11
55,9,24,11
56,4,3,11
57,3,5,11
58,4,35,12
59,40,13,13
60,7,35,13
61,12,6,13
62,34,11,13
63,4,5,13
64,16,5,14
65,20,4,14
66,10,6,14
67,3,5,14
68,5,16,14
69,3,4,14
70,4,5,15
71,3,11,15
72,3,4,15
73,3,15,15
74,23,4,15
75,37,3,15
76,3,5,15
77,16,5,15
78,4,5,15
79,10,6,15
