ID,WIDTH,HEIGHT,PROFIT,COPIES
0,327,86,18561,4
1,271,51,8570,9
2,50,99,2674,1
3,323,38,7365,9
4,113,18,936,1
5,124,98,7656,6
6,263,21,2154,9
7,47,83,2380,1
8,340,43,10673,5
9,85,72,2326,2
10,165,48,5703,8
11,251,56,8996,6
12,110,90,3465,3
13,355,22,3359,2
14,93,74,3166,4
15,156,99,11120,2
16,231,22,3761,8
17,203,48,4678,9
18,236,27,3059,6
19,109,51,2335,7
20,160,97,11020,5
21,127,46,3973,3
22,188,51,4603,3
23,157,90,9468,6
24,166,87,10688,6
25,100,74,3183,4
26,128,81,7258,3
27,251,23,3291,7
28,228,89,6494,2
29,102,96,2448,9
30,49,25,405,6
31,123,18,1595,3
32,240,94,6317,6
33,320,83,13280,2
34,75,204,4896,7
35,127,143,5994,2
36,24,191,3163,5
37,65,171,4224,4
38,139,168,16347,6
39,29,40,418,2
40,40,119,1238,1
41,86,169,10320,9
42,24,80,1325,2
43,107,101,5404,2
44,92,114,3671,5
45,123,76,2524,8
46,23,57,446,2
47,112,194,13037,5
48,44,79,939,1
49,95,46,2448,4
50,67,109,4236,7
51,114,87,3670,2
52,103,89,3759,2
53,66,50,1881,9
54,113,159,10242,9
55,157,184,20511,4
56,31,57,919,3
57,46,78,2333,1
58,84,68,2742,6
59,58,116,3028,7
60,118,112,7005,7
61,80,169,3380,3
62,108,197,7022,6
63,79,197,3891,2
64,101,86,3127,8
65,52,65,947,5
66,29,166,1348,7
67,146,189,9934,4
68,131,74,2424,2
69,63,138,3565,3
70,75,144,4860,4
71,86,44,1703,5
72,139,94,7056,6
73,87,150,4959,5
74,81,145,8692,8
75,153,106,6326,7
76,104,192,14377,3
77,123,101,6957,7
78,56,298,11515,2
79,106,220,10494,4
80,32,189,3811,5
81,100,336,9744,6
82,44,211,3714,4
83,82,359,8243,8
84,28,190,1916,3
85,143,149,8310,5
86,29,295,2738,8
87,88,66,1801,8
88,84,329,10226,5
89,102,294,19193,6
90,52,349,8349,1
91,130,185,10101,7
92,35,362,4562,2
93,79,231,7483,8
94,122,55,2550,1
95,100,208,6449,3
96,75,184,5658,7
97,70,255,11603,5
98,116,136,4576,2
99,35,76,1570,2
100,142,355,24701,4
101,101,89,4315,9
102,39,313,6958,8
103,19,65,359,9
104,62,49,1550,9
105,122,46,1516,9
106,45,148,2198,6
107,61,339,9926,5
108,68,148,4630,5
109,20,272,3536,7
110,72,207,7751,6
111,119,192,6398,9
112,58,230,4936,4
113,142,302,27446,3
114,110,333,16118,3
115,112,171,9193,7
116,118,52,2762,9
117,48,221,7002,1
118,90,170,5203,9
119,63,353,11565,1
120,31,78,1524,2
121,37,227,5124,7
122,31,326,4649,5
123,115,222,16850,5
124,51,66,2020,5
