ID,WIDTH,HEIGHT,PROFIT,COPIES
0,75,204,4896,7
1,127,143,5994,2
2,24,191,3163,5
3,65,171,4224,4
4,139,168,16347,6
5,29,40,418,2
6,40,119,1238,1
7,86,169,10320,9
8,24,80,1325,2
9,107,101,5404,2
10,92,114,3671,5
11,123,76,2524,8
12,23,57,446,2
13,112,194,13037,5
14,44,79,939,1
15,95,46,2448,4
16,67,109,4236,7
17,114,87,3670,2
18,103,89,3759,2
19,66,50,1881,9
20,113,159,10242,9
21,157,184,20511,4
22,31,57,919,3
23,46,78,2333,1
24,84,68,2742,6
25,58,116,3028,7
26,118,112,7005,7
27,80,169,3380,3
28,108,197,7022,6
29,79,197,3891,2
30,101,86,3127,8
31,52,65,947,5
32,29,166,1348,7
33,146,189,9934,4
34,131,74,2424,2
35,63,138,3565,3
36,75,144,4860,4
37,86,44,1703,5
38,139,94,7056,6
39,87,150,4959,5
40,81,145,8692,8
41,153,106,6326,7
42,48,85,2734,2
43,125,211,8440,6
44,56,135,2495,7
45,88,147,5046,8
46,142,173,11055,5
47,116,80,6311,6
48,40,198,5624,4
49,98,99,4269,7
50,26,179,2653,2
51,113,191,6260,6
52,135,67,6422,1
53,105,73,3756,1
54,148,215,23547,3
55,51,205,6483,9
56,89,82,2044,7
57,88,116,5207,2
58,113,56,1836,5
59,27,52,731,7
60,63,208,3408,6
61,62,123,4729,1
62,86,32,1982,3
63,46,59,788,1
64,90,156,6740,6
65,94,154,10278,8
66,116,186,6473,6
67,35,99,901,1
68,102,85,2341,9
69,47,168,3238,5
70,154,195,17718,4
71,141,100,4372,5
72,75,143,6221,7
73,146,140,5110,6
74,72,77,2994,8
75,53,164,3999,2
76,53,200,5088,8
77,32,185,3908,7
78,90,117,5581,1
79,124,111,6194,7
80,25,161,1128,1
81,156,100,8581,3
82,108,212,9617,4
83,152,177,7265,3
84,82,92,4301,4
85,81,79,2176,4
86,200,95,12541,3
87,220,57,7399,8
88,324,100,12961,5
89,299,42,5024,2
90,296,68,13285,2
91,326,128,19195,4
92,196,36,2329,1
93,245,61,8370,1
94,190,142,17537,5
95,271,79,7708,6
96,220,125,17051,6
97,248,92,7530,5
98,185,117,14503,9
99,56,42,1623,3
100,297,49,9751,7
101,208,143,15765,8
102,158,92,3780,9
103,291,115,9036,6
104,71,88,2750,5
105,214,101,9727,5
106,189,32,3327,7
107,187,59,3862,7
108,139,42,2744,6
109,288,69,6956,2
110,299,104,7774,5
111,223,144,22800,6
112,323,80,11628,7
113,133,57,4170,4
114,197,119,7502,6
115,137,78,7801,4
116,300,57,5472,1
117,43,67,1383,8
118,194,120,10244,5
119,130,114,6077,3
120,220,99,6317,2
