CGCUT03.TXT
62
62
70 43
1	1	16	25	
2	1	31	43	
3	1	31	43	
4	1	16	25	
5	1	16	25	
6	1	24	34	
7	1	30	41	
8	1	21	12	
9	1	24	34	
10	1	19	11	
11	1	23	14	
12	1	23	14	
13	1	24	34	
14	1	33	23	
15	1	19	11	
16	1	19	11	
17	1	15	24	
18	1	15	24	
19	1	29	18	
20	1	16	25	
21	1	29	39	
22	1	28	38	
23	1	17	27	
24	1	19	11	
25	1	33	23	
26	1	26	36	
27	1	29	39	
28	1	9	17	
29	1	24	34	
30	1	22	32	
31	1	31	43	
32	1	31	21	
33	1	21	12	
34	1	27	37	
35	1	31	43	
36	1	29	39	
37	1	29	39	
38	1	23	14	
39	1	29	18	
40	1	22	32	
41	1	26	36	
42	1	30	41	
43	1	27	37	
44	1	25	35	
45	1	33	23	
46	1	25	35	
47	1	28	38	
48	1	31	21	
49	1	33	23	
50	1	17	27	
51	1	28	38	
52	1	25	35	
53	1	31	21	
54	1	15	24	
55	1	28	38	
56	1	26	36	
57	1	26	36	
58	1	21	12	
59	1	22	32	
60	1	27	37	
61	1	29	18	
62	1	23	14	
