ID,PROFIT,WIDTH,HEIGHT,COPIES
0,406,14,29,16
1,660,22,30,9
2,1092,26,42,5
3,1395,31,45,1
4,884,26,34,3
5,390,30,13,18
6,1365,39,35,1
7,768,16,48,8
8,546,39,14,11
9,1628,37,44,1
10,1848,44,42,3
11,528,24,22,13
12,225,15,15,32
13,1692,36,47,3
14,300,30,10,24
15,648,18,36,6
16,960,40,24,1
17,294,14,21,9
18,637,49,13,12
19,1517,41,37,2
20,2016,48,42,3
21,420,35,12,9
22,1036,37,28,4
23,456,38,12,6
24,294,21,14,12
25,774,43,18,4
26,756,42,18,5
27,442,17,26,7
28,1584,33,48,4
29,748,44,17,4
30,1089,33,33,7
31,812,28,29,2
32,1088,34,32,2
33,420,20,21,8
34,1960,49,40,4
35,1728,48,36,4
36,700,35,20,10
37,204,12,17,33
38,1190,35,34,1
39,252,21,12,17
