ID,PROFIT,WIDTH,HEIGHT,COPIES
0,252,18,14,3
1,880,44,20,1
2,703,37,19,2
3,920,23,40,1
4,430,10,43,20
5,616,28,22,3
6,777,21,37,2
7,738,18,41,4
8,210,14,15,31
9,2208,46,48,4
10,330,10,33,6
11,646,17,38,6
12,364,26,14,16
13,960,20,48,8
14,420,21,20,4
15,289,17,17,18
16,1728,36,48,3
17,1218,29,42,2
18,130,10,13,70
19,1505,43,35,4
20,380,10,38,11
21,242,11,22,9
22,1584,44,36,2
23,1890,42,45,4
24,1066,26,41,4
25,230,10,23,4
26,1521,39,39,4
27,1064,28,38,5
28,1512,42,36,2
29,1200,30,40,6
30,1440,36,40,4
31,600,25,24,8
32,403,31,13,1
33,1980,44,45,3
34,165,15,11,29
35,1520,40,38,4
36,551,29,19,8
37,2107,49,43,4
38,1334,29,46,1
39,1102,38,29,5
