ID,PROFIT,WIDTH,HEIGHT,COPIES
0,234,18,13,11
1,836,44,19,7
2,645,15,43,1
3,384,16,24,10
4,442,26,17,15
5,437,23,19,1
6,609,29,21,3
7,960,24,40,1
8,1160,40,29,1
9,735,15,49,6
10,825,25,33,8
11,160,16,10,45
12,798,19,42,6
13,308,28,11,19
14,704,22,32,3
15,704,16,44,10
16,559,43,13,7
17,408,34,12,3
18,450,15,30,16
19,660,33,20,8
20,660,30,22,8
21,780,20,39,6
22,410,41,10,6
23,450,18,25,18
24,960,48,20,9
25,1849,43,43,1
26,1833,47,39,1
27,2021,47,43,3
28,1426,46,31,3
29,200,20,10,19
30,572,26,22,5
31,1344,48,28,4
32,460,10,46,12
33,560,14,40,11
34,390,30,13,8
35,240,20,12,8
36,700,35,20,9
37,288,12,24,6
38,799,47,17,9
39,1886,41,46,1
