ID,PROFIT,WIDTH,HEIGHT,COPIES
0,238,17,14,16
1,480,10,48,2
2,1638,39,42,4
3,1365,35,39,1
4,1395,45,31,3
5,551,29,19,5
6,1312,41,32,5
7,621,23,27,2
8,988,38,26,6
9,960,24,40,4
10,100,10,10,8
11,888,24,37,6
12,744,24,31,5
13,1295,37,35,3
14,551,19,29,6
15,360,15,24,13
16,2024,46,44,4
17,1128,24,47,5
18,1014,39,26,1
19,630,45,14,14
20,988,38,26,4
21,874,19,46,9
22,576,32,18,2
23,1932,46,42,1
24,2112,44,48,2
25,616,44,14,7
26,1100,44,25,5
27,1104,46,24,8
28,513,19,27,2
29,1392,29,48,4
30,1710,38,45,1
31,1692,47,36,3
32,1457,47,31,2
33,110,10,11,85
34,420,15,28,11
35,520,13,40,13
36,1260,42,30,3
37,1617,49,33,1
38,594,18,33,13
39,1160,40,29,1
