ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1012,46,22,3
1,429,11,39,15
2,1225,25,49,4
3,1050,42,25,7
4,1232,28,44,4
5,1078,22,49,6
6,560,40,14,14
7,1288,28,46,6
8,378,14,27,14
9,759,23,33,2
10,195,15,13,24
11,893,19,47,9
12,1394,34,41,3
13,390,13,30,3
14,900,30,30,3
15,912,48,19,7
16,336,21,16,22
17,1100,25,44,2
18,713,23,31,8
19,2058,49,42,3
20,812,28,29,5
21,462,21,22,14
22,1886,46,41,2
23,920,46,20,6
24,1440,48,30,2
25,360,24,15,10
26,684,36,19,6
27,374,11,34,13
28,1406,38,37,4
29,968,44,22,4
30,540,30,18,14
31,198,18,11,4
32,984,24,41,8
33,1551,47,33,3
34,1015,29,35,5
35,1610,46,35,2
36,480,20,24,20
37,1156,34,34,4
38,984,41,24,4
39,480,32,15,18
