ID,PROFIT,WIDTH,HEIGHT,COPIES
0,342,18,19,22
1,1656,36,46,3
2,589,31,19,8
3,585,15,39,12
4,615,15,41,9
5,441,21,21,14
6,837,31,27,5
7,528,22,24,15
8,1435,41,35,2
9,1035,23,45,6
10,352,16,22,13
11,612,18,34,8
12,1064,38,28,1
13,559,43,13,1
14,480,16,30,2
15,225,15,15,22
16,441,21,21,3
17,496,16,31,16
18,1755,45,39,4
19,429,33,13,14
20,855,19,45,7
21,504,28,18,12
22,697,17,41,1
23,990,45,22,1
24,576,24,24,8
25,1287,39,33,1
26,814,22,37,4
27,1519,31,49,1
28,1960,40,49,4
29,456,38,12,10
30,693,21,33,10
31,792,24,33,4
32,510,17,30,11
33,780,26,30,6
34,841,29,29,1
35,2021,43,47,2
36,240,16,15,14
37,272,16,17,3
38,290,29,10,12
39,1376,32,43,1
