ID,PROFIT,WIDTH,HEIGHT,COPIES
0,450,18,25,4
1,840,24,35,2
2,720,20,36,7
3,494,19,26,13
4,572,26,22,6
5,779,19,41,7
6,432,27,16,16
7,975,39,25,1
8,625,25,25,9
9,760,38,20,2
10,980,28,35,5
11,455,13,35,7
12,972,36,27,1
13,377,13,29,13
14,532,38,14,3
15,286,22,13,26
16,160,10,16,54
17,341,31,11,21
18,858,22,39,4
19,1620,36,45,3
20,286,11,26,5
21,725,25,29,5
22,950,25,38,7
23,609,21,29,4
24,560,14,40,7
25,1104,48,23,8
26,322,14,23,18
27,738,41,18,10
28,1058,23,46,6
29,1638,39,42,2
30,414,18,23,18
31,966,23,42,5
32,1716,39,44,2
33,1656,36,46,1
34,780,30,26,2
35,231,11,21,12
36,110,11,10,59
37,558,18,31,14
38,589,31,19,2
39,1680,40,42,4
