400 600
15000
3	1
1	1
5	1
1	1
3	1
1	1
1	1
1	2
2	1
2	1
1	1
1	1
2	1
1	1
1	1
8	3
1	3
1	1
1	1
1	5
1	6
1	7
1	6
1	7
1	1
1	1
17	1
1	1
5	2
9	4
2	2
19	1
1	1
1	1
1	1
2	1
1	5
1	1
1	1
1	1
1	6
1	17
1	1
1	1
4	1
1	4
1	1
2	1
1	1
3	1
1	1
1	1
2	2
1	1
1	1
5	1
3	2
1	1
5	10
1	1
1	5
1	1
1	1
1	1
3	1
1	2
1	1
1	2
1	10
18	1
3	2
1	2
4	2
1	2
1	1
1	1
1	1
6	1
1	1
11	6
4	1
3	1
7	3
1	3
3	1
4	2
1	1
1	1
4	1
2	1
1	1
1	1
29	1
1	5
2	1
1	8
1	1
1	1
1	2
1	1
1	1
1	1
2	5
2	4
1	3
3	1
1	1
1	1
3	1
3	1
1	1
1	1
2	1
1	1
1	1
1	1
1	3
1	2
1	1
10	1
1	3
3	1
2	4
1	1
1	1
2	1
3	1
1	1
1	4
5	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
2	1
1	1
2	1
1	1
1	1
1	1
2	5
1	1
1	1
1	1
4	2
2	1
1	4
1	9
1	1
1	2
1	1
1	2
1	1
1	2
1	3
1	1
1	3
1	4
1	1
1	1
2	1
1	1
1	6
1	1
1	1
1	1
1	3
1	1
4	1
2	1
3	2
1	1
1	1
1	1
1	2
3	1
1	30
2	4
1	1
1	1
1	6
1	1
1	2
1	18
1	1
1	1
1	1
1	2
1	1
1	1
1	1
1	1
9	1
1	1
1	2
1	1
1	1
1	1
2	1
1	7
1	1
1	4
6	1
1	1
1	1
1	1
1	1
1	8
1	1
1	1
1	1
2	2
7	2
1	3
1	1
1	1
1	1
1	1
1	2
5	1
1	1
1	2
1	3
2	1
2	1
1	1
5	1
1	1
1	9
1	1
1	1
3	1
3	2
1	1
2	1
2	18
1	1
2	1
6	1
1	3
1	1
1	6
2	1
2	2
1	1
1	1
6	2
2	7
3	2
1	1
14	1
16	5
1	1
2	1
1	1
1	1
10	3
2	1
1	1
7	1
2	1
4	1
1	1
1	1
8	1
2	1
1	1
2	2
2	1
1	1
8	2
1	5
2	28
1	1
1	1
1	2
3	1
1	1
2	4
5	1
2	1
1	1
1	1
1	1
4	1
1	1
2	1
1	1
1	1
1	2
1	4
4	1
2	2
2	11
3	1
1	1
1	1
4	1
1	1
3	2
4	1
1	1
1	1
1	1
3	2
18	1
1	9
1	1
1	1
1	1
1	1
2	1
1	1
3	4
2	1
2	1
1	1
1	1
3	1
20	1
1	1
2	6
1	3
1	1
1	1
1	1
1	1
1	2
1	1
1	1
3	12
21	1
4	6
1	2
3	1
1	1
1	1
1	1
14	2
1	5
1	2
2	1
1	14
31	1
1	6
1	2
1	4
1	1
1	1
1	1
1	1
1	1
2	1
1	1
1	1
1	1
1	1
3	1
1	1
4	1
1	1
1	1
1	1
1	1
1	1
1	2
3	1
1	1
1	1
14	1
6	1
1	2
1	2
1	66
1	3
8	1
2	1
1	2
7	1
1	2
6	1
2	2
7	1
1	1
1	2
9	1
1	1
1	16
3	1
4	1
1	11
1	1
7	1
1	1
1	1
8	3
1	1
1	6
1	2
1	1
1	2
2	1
1	1
1	1
3	1
2	1
1	1
1	1
1	3
1	1
1	1
1	1
5	8
2	1
1	3
1	5
1	1
1	1
4	6
1	1
1	1
1	1
1	1
7	1
2	1
1	2
2	41
1	1
8	3
2	2
6	1
1	6
3	1
1	1
1	1
1	1
1	1
1	8
1	3
1	1
1	1
1	1
3	1
1	4
9	2
1	2
1	1
2	1
1	1
4	2
1	1
1	1
1	1
1	1
1	1
5	1
5	1
1	4
2	1
1	37
3	1
1	1
1	1
1	11
2	1
1	1
1	1
1	1
22	1
1	1
3	1
2	3
1	1
9	1
3	2
3	1
1	1
3	1
1	1
2	20
1	1
1	1
1	1
1	1
2	1
1	1
1	1
1	1
3	3
1	1
1	1
6	1
7	1
1	1
3	1
1	1
2	1
1	6
32	2
1	7
1	4
4	1
1	1
3	1
2	11
3	1
1	2
1	5
1	15
