PLATE_ID,COPIES,NODE_ID,X,Y,WIDTH,HEIGHT,TYPE,CUT,PARENT
0,1,0,0,0,80,40,0,0,
0,1,1,0,0,13,40,-2,1,0
0,1,2,0,0,13,13,3,2,1
0,1,3,0,13,13,13,3,2,1
0,1,4,0,26,13,4,4,2,1
0,1,5,0,30,13,10,5,2,1
0,1,6,13,0,19,40,-2,1,0
0,1,7,13,0,19,19,1,2,6
0,1,8,13,19,19,19,1,2,6
0,1,9,13,38,19,2,-1,2,6
0,1,10,32,0,5,40,-2,1,0
0,1,11,32,0,5,5,11,2,10
0,1,12,32,5,5,5,11,2,10
0,1,13,32,10,5,5,11,2,10
0,1,14,32,15,5,25,-1,2,10
0,1,15,37,0,7,40,-2,1,0
0,1,16,37,0,7,7,10,2,15
0,1,17,37,7,7,7,10,2,15
0,1,18,37,14,7,7,10,2,15
0,1,19,37,21,7,19,-1,2,15
0,1,20,44,0,13,40,-2,1,0
0,1,21,44,0,13,13,3,2,20
0,1,22,44,13,13,11,9,2,20
0,1,23,44,24,13,16,-1,2,20
0,1,24,57,0,23,40,-2,1,0
0,1,25,57,0,23,23,0,2,24
0,1,26,57,23,23,17,-1,2,24
1,1,27,0,0,80,40,0,0,
1,1,28,0,0,17,40,-2,1,27
1,1,29,0,0,17,17,2,2,28
1,1,30,0,17,17,17,2,2,28
1,1,31,0,34,17,6,-1,2,28
1,1,32,17,0,23,40,-2,1,27
1,1,33,17,0,23,23,0,2,32
1,1,34,17,23,23,17,-1,2,32
1,1,35,40,0,23,40,-2,1,27
1,1,36,40,0,23,23,0,2,35
1,1,37,40,23,23,17,-1,2,35
1,1,38,63,0,17,40,-2,1,27
1,1,39,63,0,17,17,2,2,38
1,1,40,63,17,17,23,-1,2,38
2,1,41,0,0,80,40,0,0,
2,1,42,0,0,12,40,-2,1,41
2,1,43,0,0,12,20,6,2,42
2,1,44,0,20,12,20,-1,2,42
2,1,45,12,0,9,40,-2,1,41
2,1,46,12,0,9,11,7,2,45
2,1,47,12,11,9,29,-1,2,45
2,1,48,21,0,11,40,-2,1,41
2,1,49,21,0,11,11,8,2,48
2,1,50,21,11,11,29,-1,2,48
2,1,51,32,0,19,40,-2,1,41
2,1,52,32,0,19,19,1,2,51
2,1,53,32,19,19,21,-1,2,51
2,1,54,51,0,29,40,-3,1,41
