ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2600,40,65,1
1,1800,45,40,1
2,4692,69,68,1
3,2769,71,39,1
4,2080,65,32,1
5,2419,59,41,1
6,2257,61,37,1
7,3233,53,61,1
8,2010,67,30,1
9,5041,71,71,1
10,3968,62,64,1
11,4514,74,61,1
12,899,29,31,1
13,4002,58,69,1
14,1700,68,25,1
15,2542,41,62,1
16,3774,74,51,1
17,2604,62,42,1
18,3096,43,72,1
19,1794,39,46,1
20,2847,39,73,1
21,864,32,27,1
22,5254,74,71,1
23,2210,34,65,1
24,1540,44,35,1
25,1792,64,28,1
26,3404,74,46,1
27,1512,42,36,1
28,2496,48,52,1
29,2840,71,40,1
30,2046,66,31,1
31,3224,62,52,1
32,2700,45,60,1
33,2146,58,37,1
34,4278,69,62,1
35,1025,25,41,1
36,2652,52,51,1
37,3710,70,53,1
38,2268,63,36,1
39,1829,59,31,1
