ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1600,64,25,1
1,3780,54,70,1
2,3654,63,58,1
3,3400,68,50,1
4,3430,49,70,1
5,3721,61,61,1
6,2990,46,65,1
7,2170,70,31,1
8,2940,70,42,1
9,3481,59,59,1
10,3330,74,45,1
11,4453,73,61,1
12,2808,54,52,1
13,1610,35,46,1
14,1102,38,29,1
15,1900,38,50,1
16,3770,65,58,1
17,4968,69,72,1
18,2405,37,65,1
19,2736,57,48,1
20,3900,60,65,1
21,1258,34,37,1
22,1760,55,32,1
23,1406,38,37,1
24,1023,31,33,1
25,1647,27,61,1
26,2501,41,61,1
27,1980,45,44,1
28,960,30,32,1
29,3450,50,69,1
30,3604,68,53,1
31,2310,55,42,1
32,2646,49,54,1
33,4970,71,70,1
34,2460,41,60,1
35,2368,37,64,1
36,754,26,29,1
37,2080,40,52,1
38,2310,42,55,1
39,2440,40,61,1
