ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2001,29,69,1
1,2560,40,64,1
2,2240,40,56,1
3,2665,65,41,1
4,3763,53,71,1
5,2440,61,40,1
6,1440,32,45,1
7,1505,43,35,1
8,2310,66,35,1
9,1850,50,37,1
10,2628,73,36,1
11,1785,35,51,1
12,2760,40,69,1
13,3894,59,66,1
14,1596,57,28,1
15,2320,58,40,1
16,2867,61,47,1
17,1925,55,35,1
18,2124,36,59,1
19,2077,67,31,1
20,2948,44,67,1
21,1927,41,47,1
22,2208,69,32,1
23,1782,54,33,1
24,2304,32,72,1
25,1107,41,27,1
26,2640,55,48,1
27,3082,46,67,1
28,2924,43,68,1
29,1479,51,29,1
30,2440,61,40,1
31,2244,34,66,1
32,2800,56,50,1
33,4002,58,69,1
34,2360,40,59,1
35,3657,53,69,1
36,2516,34,74,1
37,2346,69,34,1
38,2432,38,64,1
39,1080,40,27,1
