ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2600,52,50,1
1,2146,37,58,1
2,1628,44,37,1
3,2990,46,65,1
4,4514,74,61,1
5,1450,29,50,1
6,3249,57,57,1
7,2484,46,54,1
8,2145,39,55,1
9,3720,62,60,1
10,2394,57,42,1
11,3591,57,63,1
12,2108,68,31,1
13,1378,26,53,1
14,2646,42,63,1
15,4270,61,70,1
16,2565,45,57,1
17,2070,69,30,1
18,2970,45,66,1
19,2420,44,55,1
20,1225,35,35,1
21,2280,60,38,1
22,1353,33,41,1
23,2009,41,49,1
24,2310,33,70,1
25,1254,33,38,1
26,2356,38,62,1
27,2318,38,61,1
28,2432,64,38,1
29,1980,30,66,1
30,2640,40,66,1
31,1786,47,38,1
32,3600,60,60,1
33,4680,72,65,1
34,1120,28,40,1
35,2009,41,49,1
36,1080,40,27,1
37,1932,42,46,1
38,4095,63,65,1
39,2520,56,45,1
