ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2232,36,62,1
1,3200,50,64,1
2,2537,59,43,1
3,2040,40,51,1
4,3960,72,55,1
5,2898,69,42,1
6,1419,33,43,1
7,3479,49,71,1
8,3380,52,65,1
9,3478,47,74,1
10,3016,58,52,1
11,1755,27,65,1
12,3990,70,57,1
13,1924,26,74,1
14,2236,52,43,1
15,1116,31,36,1
16,1681,41,41,1
17,1482,26,57,1
18,5328,74,72,1
19,3696,66,56,1
20,3016,58,52,1
21,3192,57,56,1
22,3876,57,68,1
23,850,25,34,1
24,1558,38,41,1
25,3577,49,73,1
26,1591,43,37,1
27,2346,34,69,1
28,3540,59,60,1
29,2256,47,48,1
30,3366,51,66,1
31,4757,67,71,1
32,2337,41,57,1
33,4662,74,63,1
34,1066,41,26,1
35,2046,31,66,1
36,4485,65,69,1
37,3650,50,73,1
38,1829,59,31,1
39,1596,57,28,1
