ID,PROFIT,WIDTH,HEIGHT,COPIES
0,875,25,35,1
1,3150,45,70,1
2,1620,36,45,1
3,1260,35,36,1
4,1798,29,62,1
5,3692,52,71,1
6,1568,32,49,1
7,3479,49,71,1
8,1728,48,36,1
9,2772,66,42,1
10,4761,69,69,1
11,1798,31,58,1
12,1827,29,63,1
13,1872,52,36,1
14,4161,73,57,1
15,3976,71,56,1
16,910,35,26,1
17,2256,48,47,1
18,3504,48,73,1
19,1550,25,62,1
20,2450,35,70,1
21,1890,63,30,1
22,1974,42,47,1
23,837,27,31,1
24,1305,29,45,1
25,1995,35,57,1
26,1508,58,26,1
27,2414,71,34,1
28,3588,69,52,1
29,2655,59,45,1
30,2378,58,41,1
31,2360,59,40,1
32,2940,70,42,1
33,1782,27,66,1
34,3402,54,63,1
35,4176,58,72,1
36,3776,59,64,1
37,1224,36,34,1
38,1050,42,25,1
39,1700,34,50,1
