ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1798,29,62,1
1,2482,34,73,1
2,3685,55,67,1
3,3498,53,66,1
4,1702,37,46,1
5,1920,30,64,1
6,3312,72,46,1
7,1512,56,27,1
8,2450,49,50,1
9,3172,61,52,1
10,1170,45,26,1
11,2800,70,40,1
12,1620,36,45,1
13,2701,73,37,1
14,3685,55,67,1
15,1517,41,37,1
16,2296,41,56,1
17,2925,45,65,1
18,1044,36,29,1
19,950,38,25,1
20,1550,62,25,1
21,2346,34,69,1
22,1911,39,49,1
23,1922,62,31,1
24,5032,74,68,1
25,2880,72,40,1
26,2331,37,63,1
27,1700,68,25,1
28,1558,41,38,1
29,1134,42,27,1
30,2760,69,40,1
31,3976,56,71,1
32,3456,72,48,1
33,3900,60,65,1
34,1560,30,52,1
35,1456,28,52,1
36,2135,61,35,1
37,780,26,30,1
38,3150,45,70,1
39,1860,60,31,1
