ID,PROFIT,WIDTH,HEIGHT,COPIES
0,952,28,34,1
1,840,30,28,1
2,1450,25,58,1
3,3420,60,57,1
4,2964,52,57,1
5,2736,48,57,1
6,3498,53,66,1
7,2242,38,59,1
8,2107,49,43,1
9,3050,61,50,1
10,5184,72,72,1
11,2652,39,68,1
12,2400,50,48,1
13,2030,29,70,1
14,2788,68,41,1
15,3168,44,72,1
16,1540,55,28,1
17,1943,67,29,1
18,1518,46,33,1
19,1260,45,28,1
20,2088,58,36,1
21,1794,26,69,1
22,2052,36,57,1
23,2142,42,51,1
24,3432,52,66,1
25,1914,29,66,1
26,945,27,35,1
27,3726,54,69,1
28,1922,31,62,1
29,2220,30,74,1
30,4278,62,69,1
31,3024,48,63,1
32,2210,34,65,1
33,1280,40,32,1
34,2958,51,58,1
35,1056,32,33,1
36,1836,68,27,1
37,3844,62,62,1
38,2870,41,70,1
39,2542,62,41,1
