ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1575,63,25,1
1,4154,62,67,1
2,858,26,33,1
3,2200,40,55,1
4,1974,47,42,1
5,1632,48,34,1
6,1380,30,46,1
7,2072,28,74,1
8,1856,32,58,1
9,3850,55,70,1
10,2420,55,44,1
11,5040,72,70,1
12,2750,55,50,1
13,1254,38,33,1
14,1586,26,61,1
15,2242,59,38,1
16,1674,31,54,1
17,625,25,25,1
18,4588,74,62,1
19,1232,44,28,1
20,999,37,27,1
21,1225,25,49,1
22,2144,67,32,1
23,4218,74,57,1
24,1456,56,26,1
25,1628,37,44,1
26,1425,25,57,1
27,2829,69,41,1
28,1419,43,33,1
29,1748,38,46,1
30,2263,31,73,1
31,1767,31,57,1
32,1666,49,34,1
33,725,29,25,1
34,3700,74,50,1
35,2360,59,40,1
36,3626,74,49,1
37,2900,50,58,1
38,2115,45,47,1
39,1530,34,45,1
