ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2546,38,67,1
1,1344,48,28,1
2,3584,56,64,1
3,4514,74,61,1
4,1764,42,42,1
5,2806,61,46,1
6,990,30,33,1
7,3060,51,60,1
8,1995,35,57,1
9,1470,42,35,1
10,2405,37,65,1
11,3538,61,58,1
12,2112,66,32,1
13,2976,48,62,1
14,1155,33,35,1
15,2664,37,72,1
16,2262,58,39,1
17,1400,35,40,1
18,1872,48,39,1
19,1825,73,25,1
20,2128,38,56,1
21,1092,42,26,1
22,3498,53,66,1
23,1040,26,40,1
24,1540,55,28,1
25,1960,49,40,1
26,4672,64,73,1
27,2914,47,62,1
28,1536,48,32,1
29,2970,45,66,1
30,2340,39,60,1
31,3933,69,57,1
32,2009,49,41,1
33,1701,63,27,1
34,3648,64,57,1
35,2655,59,45,1
36,3528,72,49,1
37,1287,33,39,1
38,1404,26,54,1
39,2288,44,52,1
