ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4130,59,70,1
1,2898,46,63,1
2,2714,46,59,1
3,1485,27,55,1
4,3105,45,69,1
5,4176,58,72,1
6,1248,32,39,1
7,1936,44,44,1
8,1769,29,61,1
9,2436,58,42,1
10,4224,64,66,1
11,3276,63,52,1
12,2176,68,32,1
13,1612,52,31,1
14,1036,28,37,1
15,4440,74,60,1
16,2244,33,68,1
17,3484,52,67,1
18,3250,50,65,1
19,1575,25,63,1
20,3024,63,48,1
21,2535,39,65,1
22,3864,56,69,1
23,4818,73,66,1
24,2448,68,36,1
25,4680,72,65,1
26,1519,31,49,1
27,2600,50,52,1
28,2010,67,30,1
29,1456,28,52,1
