ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2080,32,65,1
1,2666,43,62,1
2,3408,71,48,2
3,1740,60,29,2
4,2550,51,50,4
5,4130,70,59,2
6,1980,66,30,3
7,1846,26,71,2
8,2479,67,37,2
9,1612,52,31,3
10,2508,57,44,4
11,3400,68,50,1
12,2010,30,67,4
13,2100,50,42,1
14,4071,59,69,2
15,1656,36,46,2
16,2091,41,51,4
17,2480,62,40,4
18,4158,63,66,1
19,1700,34,50,3
20,3726,69,54,4
21,2016,28,72,1
22,1419,43,33,1
23,1827,63,29,3
24,3162,62,51,3
25,2968,56,53,2
26,1066,41,26,2
27,3420,57,60,1
28,1485,33,45,1
29,2585,55,47,1
