ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1716,52,33,1
1,1160,40,29,3
2,2059,29,71,2
3,2052,38,54,2
4,2726,58,47,3
5,3358,46,73,2
6,2009,41,49,4
7,1260,28,45,2
8,2352,49,48,1
9,1715,49,35,3
10,2584,68,38,2
11,3819,67,57,2
12,1750,35,50,2
13,1950,65,30,4
14,1054,34,31,3
15,1596,57,28,2
16,3402,54,63,2
17,4118,58,71,1
18,3087,49,63,4
19,2680,67,40,1
20,2072,37,56,1
21,1944,27,72,1
22,2967,69,43,3
23,1260,36,35,2
24,4900,70,70,2
25,2460,41,60,1
26,2886,39,74,1
27,2900,50,58,1
28,4550,70,65,1
29,2312,68,34,1
