        40       100       100
       238        17        14        16
       480        10        48         2
      1638        39        42         4
      1365        35        39         1
      1395        45        31         3
       551        29        19         5
      1312        41        32         5
       621        23        27         2
       988        38        26         6
       960        24        40         4
       100        10        10         8
       888        24        37         6
       744        24        31         5
      1295        37        35         3
       551        19        29         6
       360        15        24        13
      2024        46        44         4
      1128        24        47         5
      1014        39        26         1
       630        45        14        14
       988        38        26         4
       874        19        46         9
       576        32        18         2
      1932        46        42         1
      2112        44        48         2
       616        44        14         7
      1100        44        25         5
      1104        46        24         8
       513        19        27         2
      1392        29        48         4
      1710        38        45         1
      1692        47        36         3
      1457        47        31         2
       110        10        11        85
       420        15        28        11
       520        13        40        13
      1260        42        30         3
      1617        49        33         1
       594        18        33        13
      1160        40        29         1
