        40       100       100
      1128        24        47         2
       462        42        11        18
       630        45        14         8
      1638        42        39         3
       406        29        14         6
       986        29        34         5
       364        13        28        10
      1558        41        38         1
       858        26        33         4
       912        19        48         7
      1517        41        37         4
      1150        46        25         7
       198        18        11        28
      1024        32        32         6
      1360        34        40         4
      1470        35        42         4
      1127        49        23         6
      1078        22        49         3
       418        38        11        16
       578        17        34         3
       360        12        30        11
       320        16        20        22
       748        34        22         7
       960        40        24         6
      1350        30        45         1
      2254        46        49         3
       406        14        29         4
       144        12        12         3
      1911        39        49         1
       304        16        19        16
       840        35        24         4
       806        31        26         7
       602        14        43        14
       255        17        15        19
       704        16        44        12
       240        24        10        36
       644        28        23         3
      1596        38        42         1
       646        19        34         3
       324        18        18         3
