400	100		
50						
18	56	1115	9
30	31	1224	7
17	12	294	5
34	20	901	6
31	29	638	2
8	68	798	1
24	18	382	7
12	28	423	3
19	47	595	8
7	20	184	6
37	10	402	9
28	75	1322	4
30	56	1241	3
39	48	1681	6
37	55	2312	9
14	32	459	2
32	30	515	5
15	13	198	2
35	10	381	9
16	25	228	6
31	36	1096	7
34	14	287	4
39	55	2432	4
34	24	1125	9
36	40	1119	8
26	33	1206	2
40	65	3588	9
21	68	738	7
22	75	2030	1
31	56	1627	5
30	61	1252	8
8	44	203	5
6	55	469	2
33	53	1805	2
40	45	2452	9
37	76	3917	5
26	33	813	6
26	14	245	8
15	25	243	9
20	30	433	6
15	19	393	6
24	73	1992	6
31	17	502	1
11	76	900	6
12	66	834	8
5	68	329	4
25	79	1751	7
16	29	406	7
25	43	1384	4
7	53	543	4
