250	250		
50						
16	80	1908	5
20	16	334	8
17	78	929	6
5	72	498	2
6	72	480	5
5	39	213	7
32	13	259	8
17	51	872	8
29	70	1565	9
40	66	1417	3
37	13	669	2
38	63	1404	7
31	26	613	4
32	53	1939	3
11	47	652	1
26	41	1543	1
22	37	814	3
16	34	523	6
20	25	277	8
37	23	1153	4
18	29	565	3
20	55	865	4
33	59	1204	6
34	46	1206	1
13	52	782	6
6	68	388	3
8	64	513	4
8	41	280	3
8	13	130	7
24	55	1436	3
7	75	499	1
38	50	1348	2
34	39	785	4
21	41	1072	9
16	75	991	9
5	38	176	6
25	55	998	9
21	10	232	9
38	27	968	9
24	25	638	1
32	35	1060	7
35	53	2494	7
33	39	940	3
27	80	2575	7
9	80	1066	9
9	52	333	1
32	73	1609	7
32	73	2236	6
6	38	274	4
35	46	2132	5
