150	150		
25						
34	21	897	9
79	17	1469	3
22	66	1273	2
28	11	339	9
33	38	1321	4
43	7	348	9
25	65	1382	6
60	11	665	9
12	70	1003	3
39	18	929	8
30	50	1709	8
42	32	1816	9
40	17	710	3
51	19	663	7
25	13	348	1
23	7	142	1
14	63	612	2
79	35	4065	5
9	41	521	4
12	15	172	7
16	36	568	3
56	29	1922	2
9	79	439	4
44	15	928	3
24	73	2062	9
13	27	365	2
10	48	586	9
30	39	1018	7
12	55	392	8
20	25	661	1
24	30	1027	7
46	15	756	3
18	35	376	4
62	34	1535	1
26	44	584	7
64	13	1144	4
36	19	739	6
55	26	1929	1
11	74	1208	7
25	23	423	3
38	14	438	4
51	32	1171	1
11	39	418	7
55	9	636	4
7	76	266	5
69	40	3674	5
5	33	214	2
70	9	488	2
33	22	474	9
38	11	431	8
