150	150		
50						
31	36	1032	3
22	29	693	6
27	68	1932	3
35	32	1402	1
36	60	2996	1
15	10	92	5
36	76	4066	3
9	62	338	3
30	11	392	2
22	28	573	6
27	31	727	5
25	28	426	4
29	61	2174	6
6	76	332	1
5	57	240	9
5	51	168	2
17	45	734	7
18	39	936	9
18	75	1301	1
24	18	460	9
36	33	671	9
7	24	231	8
31	29	581	5
5	72	411	4
7	45	305	8
23	50	1347	4
25	61	1106	7
28	36	1188	6
8	66	530	3
25	17	544	3
20	67	1520	9
11	64	1046	9
39	30	887	3
32	48	1196	5
7	61	553	8
6	55	237	2
19	77	2067	5
24	33	986	8
40	44	1779	8
34	52	1117	7
34	59	2410	1
9	25	228	1
29	64	2579	7
30	66	2110	3
31	63	1574	6
21	50	1458	7
34	48	1165	4
10	33	273	5
36	73	1598	3
12	61	451	5
