250	250		
25						
34	13	619	6
27	78	1237	2
31	51	1230	3
12	64	631	6
21	34	665	4
25	79	1264	6
38	39	1883	4
29	57	1552	7
13	65	1228	2
39	75	3795	4
13	77	1273	8
5	44	113	8
29	12	479	5
38	14	785	6
9	34	286	1
23	79	1288	7
24	30	695	2
6	33	108	6
14	43	625	9
33	44	1684	4
38	29	1347	8
33	14	547	5
27	24	956	3
17	64	1063	2
27	17	524	7
37	16	658	8
13	66	1142	8
9	24	221	9
5	36	201	9
11	52	671	3
16	11	196	8
20	68	1673	8
14	37	763	4
8	35	326	2
40	46	2717	5
28	48	730	9
29	53	1556	5
13	69	622	9
31	11	363	7
7	53	479	4
8	15	77	9
33	48	1718	9
9	12	151	4
33	65	2328	5
24	33	803	6
40	54	3204	4
38	80	1758	9
21	18	368	7
16	11	234	9
24	49	815	2
