150	150		
25						
18	58	934	8
11	11	148	4
13	78	613	6
40	14	482	4
19	19	519	5
27	5	88	9
6	72	336	8
31	10	217	7
9	61	443	6
51	38	2197	1
19	23	583	1
57	30	1304	8
29	30	1042	1
45	16	968	9
5	49	270	5
68	10	545	1
32	62	1822	8
16	29	305	7
27	37	875	6
16	7	153	8
16	60	1326	9
68	18	1178	9
40	44	2388	5
37	15	802	6
10	47	461	7
35	32	1009	8
40	76	1989	6
35	29	571	4
23	43	1292	2
52	36	2518	8
36	62	2543	6
10	8	95	6
36	37	960	3
48	20	1397	2
10	79	702	2
34	6	272	7
15	16	358	3
33	6	182	4
26	73	1997	6
30	8	356	2
16	13	276	6
30	30	781	3
24	38	908	2
57	36	3021	7
17	75	1728	4
55	8	571	2
7	77	356	6
26	33	1228	1
16	10	155	4
24	35	1061	8
