400	100		
50						
34	20	504	5
5	12	83	2
39	74	3438	9
12	25	221	5
8	56	255	1
40	34	1678	5
5	77	472	5
18	15	361	4
19	56	632	9
18	59	765	6
8	45	341	3
11	52	574	9
10	75	398	2
19	16	423	8
24	34	1168	7
25	80	1183	3
24	18	334	6
25	65	2432	2
13	67	1266	6
13	46	349	2
21	33	504	2
9	76	675	8
8	11	115	2
13	60	899	1
38	35	1824	9
31	38	1129	4
7	71	680	7
15	75	1351	1
23	46	1018	6
20	12	276	5
37	39	1697	1
14	22	319	5
18	69	760	4
20	37	655	6
23	53	1058	7
14	10	190	9
11	72	876	6
33	32	1345	9
14	73	618	8
34	30	799	7
28	26	741	5
37	27	743	1
16	55	618	5
23	32	402	3
13	42	545	2
24	35	570	5
36	65	2682	7
27	71	2248	2
9	31	202	5
36	77	2304	3
