100	200		
25						
11	24	175	3
10	61	693	1
36	54	1701	9
24	67	2354	2
24	25	823	4
16	18	319	1
34	71	2261	2
13	13	127	8
28	26	534	1
29	27	495	8
19	40	422	1
32	64	1545	1
20	12	202	3
35	32	806	9
38	20	775	2
30	34	543	2
13	74	505	8
29	17	477	4
31	45	1873	1
5	27	171	4
33	59	1552	1
35	39	1958	4
25	17	262	3
25	14	501	9
32	41	1366	7
19	15	378	3
16	73	606	3
35	63	1229	6
25	58	893	4
5	16	116	8
14	70	756	9
40	50	1976	5
13	17	259	7
21	60	959	1
23	61	921	5
16	56	553	4
28	65	1583	3
8	25	152	4
15	39	541	7
22	75	1875	7
16	51	1077	4
7	54	567	4
36	36	900	1
33	77	3423	9
19	58	1525	3
12	53	875	9
28	61	1949	4
14	18	310	1
40	53	2593	5
8	70	765	6
