100	200		
25						
32	75	2025	8
6	70	496	1
16	34	660	3
25	13	215	2
40	49	1079	8
32	67	2703	2
18	55	527	8
28	73	1498	7
39	39	1022	8
20	53	589	1
14	31	363	3
40	13	644	3
8	15	118	3
10	67	404	2
12	80	1305	5
5	61	154	1
26	18	304	9
37	61	2741	5
8	60	412	9
12	50	530	9
31	12	242	8
29	59	2063	1
26	21	547	9
12	36	639	7
13	77	689	2
38	61	3058	3
33	12	448	5
13	71	691	4
38	72	2071	2
21	70	1900	5
24	28	653	5
22	35	900	4
40	59	2407	9
11	29	406	6
6	71	561	4
9	74	802	9
9	24	113	6
20	71	1205	2
30	19	325	2
22	72	1273	4
16	70	1278	3
18	63	1211	3
30	67	1414	3
13	67	928	6
26	68	1728	5
35	24	804	6
32	42	1411	8
38	38	1057	6
19	50	1093	4
30	38	830	2
