150	150		
50						
36	51	2381	7
27	58	956	7
24	58	1083	4
13	51	486	9
15	24	201	8
25	80	2540	5
7	74	392	9
29	78	1899	2
23	60	1956	7
39	73	1425	2
29	10	287	3
13	78	1136	2
15	51	1126	1
15	23	209	3
10	51	423	8
18	33	862	4
29	64	2544	4
34	35	986	1
30	30	1006	1
36	59	3099	5
15	80	1614	6
8	21	200	4
18	15	176	7
25	59	1035	6
11	48	361	8
16	74	1461	4
40	50	1587	3
17	60	1198	4
15	60	601	4
30	43	1820	6
16	38	866	8
18	48	737	3
9	16	179	6
40	26	1082	4
34	48	2141	5
12	30	210	1
5	60	203	4
18	17	313	3
22	63	874	3
28	77	3125	3
33	51	1154	8
12	78	900	5
5	27	96	3
38	26	1474	7
28	60	1667	5
19	54	659	2
33	54	1833	9
14	70	693	6
31	14	266	2
30	77	3461	6
