150	150		
50						
8	65	667	1
80	27	2404	1
21	18	514	7
46	16	1057	6
35	24	544	9
39	16	821	7
23	63	1448	3
68	26	1551	9
20	67	1164	2
27	23	763	8
35	78	1624	1
27	37	767	2
9	40	424	9
36	28	1439	6
20	67	1932	5
33	8	320	3
12	59	399	2
28	39	1292	7
6	64	228	6
11	8	60	9
31	44	936	9
52	28	968	9
20	45	504	5
62	32	2461	2
29	33	783	3
49	30	1106	2
29	23	992	2
73	37	2674	1
14	37	714	2
54	38	1580	6
17	60	1111	4
42	38	1492	1
27	77	3005	7
30	8	216	8
12	54	727	1
49	31	2079	8
25	78	1671	4
79	13	557	1
5	39	189	2
22	16	399	3
35	57	1573	4
74	7	411	3
37	15	372	1
32	7	284	4
39	27	932	7
52	20	1007	7
7	22	111	6
10	27	351	1
10	69	838	4
13	30	391	3
