100	200		
25						
36	62	1893	5
6	77	349	5
30	61	991	5
33	16	304	6
17	24	253	9
19	41	884	9
21	42	1295	9
39	27	1081	8
7	65	654	4
33	32	937	1
10	67	457	8
6	51	283	2
8	17	164	4
12	50	795	6
22	50	848	7
34	72	2966	4
17	47	952	8
7	75	703	8
24	20	691	1
27	19	586	6
23	43	633	8
35	57	1873	9
11	69	401	1
6	55	270	9
36	80	3806	8
11	21	300	8
27	60	2164	4
37	16	778	1
26	22	303	1
27	15	374	8
25	11	324	9
15	28	569	3
12	12	95	4
11	77	1004	2
39	69	2204	2
14	23	166	3
12	63	878	2
34	66	1709	3
25	77	2487	2
20	36	904	9
16	62	1135	8
39	76	4024	9
27	32	1238	1
17	60	847	2
16	44	902	3
38	14	755	2
10	40	370	3
17	54	686	6
21	29	342	8
38	64	2634	8
