ID,WIDTH,HEIGHT
0,11,3
1,4,3
2,8,11
3,44,9
4,3,9
5,19,20
6,6,20
7,50,8
8,2,2
9,2,2
10,51,16
11,2,6
12,2,6
13,11,8
14,4,8
15,50,8
16,4,8
17,44,8
18,3,8
19,15,6
20,8,6
21,54,8
22,51,8
23,5,22
24,6,22
25,12,46
26,24,8
27,23,8
28,19,4
29,6,4
30,8,17
31,17,17
32,4,11
33,19,11
34,10,14
35,20,11
36,52,11
37,6,21
38,7,12
39,11,12
40,7,13
41,2,13
42,4,16
43,10,23
44,4,3
45,19,3
46,20,9
47,52,9
48,7,9
49,11,9
50,7,3
51,2,3
52,23,6
53,10,6
54,5,24
55,6,24
56,9,7
57,4,7
58,8,42
59,11,18
60,6,18
61,20,5
62,13,5
63,12,12
64,18,12
65,26,14
66,9,11
67,7,11
68,6,37
69,18,37
70,13,35
71,10,35
72,20,34
73,13,34
74,9,3
75,7,3
76,12,9
77,18,9
78,26,7
79,16,7
80,11,24
81,6,24
82,8,10
83,3,10
84,12,20
85,12,13
86,18,13
87,42,18
88,8,10
89,3,10
90,12,5
91,18,5
92,44,11
93,11,11
94,12,20
95,3,20
96,8,21
97,6,21
98,18,13
99,49,13
100,13,26
101,27,26
102,9,36
103,13,13
104,31,13
105,11,18
106,18,11
107,49,11
108,12,9
109,3,9
110,8,3
111,6,3
112,13,5
113,31,5
114,14,21
115,7,7
116,35,7
117,11,8
118,14,8
119,13,10
120,27,10
121,10,9
122,29,9
123,6,31
124,10,31
125,15,88
126,7,8
127,35,8
128,11,7
129,14,7
130,40,9
131,9,9
132,10,40
133,29,40
134,42,6
135,25,6
136,22,38
137,28,15
138,5,6
139,26,6
140,7,2
141,6,2
142,2,4
143,13,8
144,21,8
145,7,2
146,6,2
147,13,8
148,2,8
149,5,9
150,26,9
151,13,4
152,21,4
153,5,11
154,2,11
155,8,15
156,8,41
157,10,19
158,16,19
159,6,18
160,7,3
161,3,3
162,28,23
163,31,23
164,7,15
165,3,15
166,5,4
167,2,4
168,7,45
169,8,45
170,10,22
171,16,22
172,30,6
173,9,6
174,12,22
175,4,22
176,15,28
177,7,28
178,10,6
179,7,6
180,42,19
181,15,15
182,15,15
183,9,33
184,10,13
185,7,13
186,8,19
187,26,19
188,15,18
189,15,18
190,12,17
191,4,17
192,17,15
193,40,7
194,2,7
195,40,8
196,2,8
197,15,6
198,7,6
