ID,WIDTH,HEIGHT
0,18,43
1,55,12
2,16,41
3,11,23
4,29,20
5,15,81
6,30,27
7,17,23
8,9,26
9,15,31
10,40,73
11,1,3
12,28,14
13,12,11
14,15,7
15,2,3
16,11,4
17,18,22
18,12,3
19,38,19
20,36,7
21,4,21
22,52,14
23,6,10
24,7,11
25,20,8
26,32,32
27,24,76
28,12,15
29,8,34
30,2,13
31,4,1
32,11,12
33,9,30
34,13,39
35,34,9
36,20,30
37,14,35
38,25,19
39,31,17
40,16,30
41,82,14
42,33,5
43,4,27
44,27,13
45,97,16
46,20,56
47,12,26
48,43,14
49,64,17
50,25,74
51,8,40
52,24,10
53,7,45
54,52,17
55,47,68
56,17,57
57,11,53
58,13,35
59,25,4
60,7,31
61,20,58
62,9,42
63,16,27
64,17,11
65,11,23
66,10,34
67,7,12
68,20,18
69,23,15
70,18,22
71,63,12
72,42,11
