ID,WIDTH,HEIGHT
0,14,46
1,28,46
2,29,7
3,34,7
4,10,33
5,23,49
6,20,86
7,19,31
8,23,31
9,3,6
10,26,6
11,21,19
12,4,19
13,9,22
14,3,20
15,21,14
16,5,14
17,21,3
18,4,3
19,21,6
20,5,6
21,25,4
22,9,4
23,8,14
24,9,6
25,2,6
26,11,20
27,8,11
28,4,11
29,63,16
30,7,9
31,3,9
32,9,8
33,2,8
34,7,7
35,3,7
36,8,9
37,4,9
38,8,41
39,11,41
40,10,12
41,4,12
42,21,15
43,7,15
44,73,18
45,23,18
46,11,35
47,12,35
48,10,9
49,4,9
50,21,6
51,7,6
52,5,10
53,16,10
54,6,6
55,15,6
56,42,6
57,28,6
58,10,8
59,7,3
60,9,3
61,7,5
62,9,5
63,6,9
64,15,9
65,20,5
66,22,5
67,7,5
68,21,5
69,10,11
70,7,7
71,9,7
72,5,5
73,16,5
74,20,8
75,22,8
76,7,8
77,21,8
78,5,19
79,16,19
80,21,49
81,7,4
82,9,4
83,26,35
84,31,11
85,13,11
86,4,15
87,3,15
88,10,5
89,9,5
90,10,13
91,10,13
92,15,6
93,27,6
94,10,15
95,9,15
96,7,16
97,8,16
98,10,10
99,5,5
100,12,5
101,31,24
102,7,11
103,6,11
104,5,5
105,12,5
106,10,32
107,5,12
108,5,12
109,5,30
110,16,30
111,4,5
112,3,5
113,4,18
114,6,18
115,17,29
116,7,25
117,5,14
118,14,14
119,4,5
120,3,5
121,6,13
122,7,23
123,8,23
124,5,20
125,5,20
126,4,8
127,3,8
128,5,11
129,14,11
130,4,11
131,6,11
132,26,10
133,19,4
134,25,4
135,19,6
136,25,6
137,12,24
138,22,10
139,35,10
140,6,20
141,5,20
142,15,8
143,22,8
144,21,16
145,19,15
146,16,15
147,8,10
148,4,4
149,15,4
150,4,6
151,15,6
152,15,8
153,22,8
154,22,14
155,35,14
156,8,8
157,19,8
158,19,3
159,16,3
160,37,35
161,11,18
162,3,16
163,7,16
164,17,24
165,18,24
166,13,35
167,14,35
168,6,21
169,5,21
170,8,15
171,4,15
172,57,17
173,3,2
174,7,2
175,11,17
176,10,17
177,8,2
178,4,2
179,69,10
180,9,4
181,2,4
182,17,27
183,11,17
184,7,17
185,9,6
186,2,6
187,80,18
188,37,8
189,21,8
190,13,16
191,14,16
192,18,4
193,19,4
194,21,10
195,11,10
196,7,10
197,18,6
198,19,6
