ID,WIDTH,HEIGHT
0,28,7
1,9,8
2,8,6
3,59,22
4,23,10
5,7,5
6,27,8
7,10,45
8,29,32
9,3,14
10,4,3
11,4,2
12,4,14
13,8,21
14,20,13
15,13,12
16,31,11
17,18,41
18,5,9
19,26,8
20,13,18
21,37,8
22,20,6
23,30,10
24,9,31
25,19,24
26,7,10
27,65,29
28,24,25
29,6,21
30,4,13
31,25,57
32,20,14
33,11,18
34,3,19
35,12,59
36,23,70
37,22,38
38,15,4
39,23,70
40,19,57
41,13,3
42,29,8
43,20,18
44,6,12
45,7,5
46,7,26
47,4,1
48,7,25
49,36,7
50,23,59
51,18,50
52,1,3
53,14,40
54,7,46
55,20,40
56,37,7
57,4,23
58,32,27
59,5,16
60,5,30
61,7,11
62,9,11
63,5,13
64,14,86
65,8,25
66,6,6
67,9,7
68,4,14
69,16,9
70,14,5
71,2,9
72,16,18
73,15,6
74,26,17
75,8,4
76,6,14
77,28,73
78,7,12
79,2,7
80,35,11
81,24,10
82,25,9
83,6,5
84,62,22
85,49,8
86,47,19
87,7,14
88,24,20
89,18,25
90,6,21
91,41,41
92,69,18
93,2,12
94,22,5
95,40,7
96,117,20
