ID,WIDTH,HEIGHT,GROUP
0,40,73,0
1,17,11,1
2,43,14,2
3,10,34,2
4,15,31,3
5,1,3,4
6,38,19,4
7,8,34,4
8,14,35,4
9,7,12,4
10,33,5,5
11,11,23,6
12,15,7,7
13,7,31,8
14,27,13,9
15,4,1,10
16,18,22,11
17,18,22,12
18,9,26,13
19,18,43,14
20,20,56,15
21,30,27,16
22,20,58,17
23,17,23,18
24,7,11,19
25,9,30,20
26,52,17,21
27,63,12,21
28,2,3,22
29,24,10,22
30,16,30,23
31,12,3,24
32,12,26,25
33,47,68,26
34,9,42,26
35,25,74,27
36,55,12,28
37,12,15,28
38,11,4,29
39,6,10,30
40,15,81,31
41,2,13,32
42,13,35,33
43,34,9,34
44,82,14,35
45,29,20,36
46,25,4,37
47,20,18,37
48,24,76,38
49,20,30,39
50,11,23,40
51,64,17,41
52,16,27,41
53,8,40,42
54,42,11,42
55,12,11,43
56,31,17,44
57,4,27,45
58,28,14,46
59,7,45,46
60,16,41,47
61,11,12,47
62,13,39,47
63,25,19,48
64,4,21,49
65,20,8,50
66,11,53,51
67,32,32,52
68,52,14,53
69,17,57,54
70,97,16,55
71,23,15,56
72,36,7,57
