ID,WIDTH,HEIGHT,GROUP
0,23,31,0
1,57,37,0
2,7,33,0
3,36,91,1
4,5,6,2
5,10,16,3
6,8,33,4
7,5,15,5
8,28,65,6
9,19,21,7
10,19,31,8
11,11,8,8
12,62,12,9
13,4,7,10
14,18,14,10
15,61,13,11
16,14,4,12
17,30,51,13
18,22,47,14
19,8,14,15
20,16,26,16
21,9,19,17
22,50,62,18
23,8,3,18
24,8,13,19
25,7,6,20
26,4,4,20
27,43,34,21
28,24,17,21
29,6,19,22
30,83,16,22
31,19,9,23
32,12,63,24
33,15,22,24
34,9,50,25
35,8,16,26
36,16,5,27
37,22,12,27
38,25,6,28
39,2,7,29
40,18,16,30
41,22,9,31
42,37,6,32
43,26,4,33
44,6,10,33
45,30,8,34
46,6,19,34
47,18,14,35
48,46,13,36
49,12,36,36
50,14,30,37
51,39,25,37
52,21,27,37
53,12,46,38
54,18,78,39
55,59,30,40
56,15,64,41
57,30,7,42
58,7,28,43
59,27,26,44
60,11,29,45
61,40,13,46
62,26,13,47
63,18,3,48
64,66,25,49
65,26,14,50
66,3,20,51
67,21,17,52
68,14,17,53
69,7,3,54
70,16,13,55
71,8,12,56
72,30,56,57
