ID,WIDTH,HEIGHT,GROUP
0,31,11,0
1,13,3,1
2,10,45,2
3,4,14,3
4,12,59,4
5,18,25,5
6,23,70,6
7,29,8,7
8,22,5,8
9,6,5,9
10,20,18,10
11,37,8,11
12,20,6,12
13,14,40,13
14,18,41,14
15,7,11,15
16,14,5,15
17,13,12,16
18,15,4,17
19,5,9,18
20,4,3,19
21,2,9,20
22,9,11,21
23,3,14,22
24,18,50,22
25,7,5,23
26,27,8,24
27,4,13,24
28,7,10,25
29,32,27,25
30,5,16,25
31,6,21,26
32,7,14,26
33,7,25,27
34,7,46,28
35,23,10,29
36,23,59,30
37,1,3,30
38,5,13,31
39,14,86,32
40,5,30,33
41,9,31,34
42,28,7,35
43,8,25,36
44,2,7,37
45,26,8,38
46,6,21,39
47,13,18,40
48,19,24,41
49,62,22,42
50,15,6,43
51,9,8,44
52,8,6,44
53,25,57,44
54,3,19,44
55,9,7,45
56,69,18,46
57,4,14,47
58,24,25,48
59,19,57,49
60,59,22,50
61,40,7,51
62,16,18,52
63,6,12,53
64,4,2,54
65,8,21,55
66,47,19,56
67,20,14,57
68,2,12,58
69,117,20,59
70,35,11,60
71,23,70,61
72,20,40,62
73,7,12,63
74,24,20,64
75,28,73,65
76,26,17,66
77,8,4,66
78,65,29,67
79,7,5,67
80,7,26,67
81,4,1,67
82,11,18,68
83,37,7,69
84,16,9,69
85,29,32,70
86,36,7,70
87,41,41,70
88,30,10,71
89,4,23,71
90,49,8,71
91,20,13,72
92,22,38,73
93,6,6,74
94,24,10,75
95,6,14,76
96,25,9,76
