ID,WIDTH,HEIGHT,GROUP
0,9,38,0
1,13,11,1
2,19,10,2
3,8,17,3
4,32,11,3
5,50,12,4
6,8,38,4
7,10,39,4
8,34,23,5
9,29,37,6
10,4,4,7
11,8,5,8
12,112,22,9
13,48,9,10
14,21,25,11
15,64,19,12
16,2,11,13
17,35,33,14
18,6,6,15
19,18,47,16
20,41,8,17
21,22,31,18
22,57,17,19
23,24,21,20
24,19,25,21
25,24,10,21
26,13,4,22
27,5,32,23
28,60,28,24
29,24,94,25
30,18,49,25
31,3,19,25
32,20,28,26
33,13,13,26
34,5,7,27
35,44,19,27
36,19,41,28
37,6,4,29
38,35,13,30
39,26,7,30
40,39,16,31
41,22,35,32
42,5,20,32
43,12,2,33
44,38,35,34
45,2,10,34
46,3,13,34
47,56,29,35
48,10,36,36
49,61,25,37
50,21,6,37
51,23,72,37
52,6,11,38
53,10,4,39
54,52,43,40
55,31,5,41
56,24,52,42
57,29,8,43
58,26,57,44
59,5,3,45
60,7,2,46
61,24,4,47
62,10,41,48
63,12,13,49
64,10,9,49
65,51,17,50
66,14,34,51
67,30,7,52
68,68,11,53
69,32,9,54
70,4,9,55
71,25,14,56
72,6,33,57
