ID,WIDTH,HEIGHT,GROUP
0,2,8,0
1,6,2,1
2,15,6,2
3,10,22,3
4,19,20,4
5,2,3,4
6,30,6,4
7,42,19,5
8,51,16,6
9,4,7,7
10,7,11,7
11,18,9,7
12,4,8,8
13,6,18,9
14,12,46,10
15,8,10,10
16,7,7,11
17,49,13,12
18,13,13,13
19,4,3,14
20,18,5,15
21,11,7,16
22,12,22,17
23,26,14,18
24,29,40,18
25,20,11,19
26,6,21,20
27,13,8,21
28,20,34,22
29,13,26,22
30,3,9,22
31,10,40,22
32,31,23,22
33,20,5,23
34,13,34,24
35,19,11,25
36,42,6,26
37,12,12,27
38,18,13,28
39,18,11,29
40,6,2,29
41,28,15,30
42,16,19,30
43,12,13,31
44,31,13,32
45,15,88,32
46,5,6,32
47,8,45,32
48,5,9,33
49,8,6,34
50,26,7,35
51,7,2,36
52,51,8,37
53,9,9,38
54,23,8,39
55,7,3,40
56,29,9,41
57,40,9,42
58,5,4,43
59,4,22,44
60,6,31,45
61,52,9,46
62,8,3,47
63,8,21,48
64,3,8,49
65,12,9,50
66,7,6,50
67,18,13,51
68,7,15,52
69,9,36,53
70,15,15,53
71,14,21,54
72,7,12,55
73,14,8,56
74,40,8,56
75,2,13,57
76,11,8,58
77,7,3,58
78,2,6,59
79,2,4,59
80,15,6,59
81,42,18,60
82,12,17,60
83,9,11,61
84,9,3,61
85,52,11,62
86,15,28,63
87,15,18,63
88,7,28,64
89,15,15,64
90,27,26,65
91,10,19,65
92,2,2,66
93,7,8,66
94,7,6,66
95,24,8,67
96,19,3,67
97,18,12,67
98,35,7,67
99,2,6,68
100,50,8,69
101,19,4,70
102,5,24,71
103,12,20,72
104,4,3,73
105,14,7,74
106,6,21,75
107,16,22,76
108,49,11,77
109,11,8,78
110,13,35,79
111,13,5,80
112,8,15,81
113,26,9,82
114,2,7,83
115,6,24,84
116,10,23,85
117,9,7,86
118,12,5,87
119,10,9,88
120,3,15,89
121,3,10,90
122,54,8,91
123,13,8,92
124,7,13,93
125,13,5,94
126,7,13,95
127,17,15,96
128,7,45,97
129,5,11,98
130,8,41,99
131,21,4,100
132,5,22,101
133,15,18,102
134,8,17,103
135,3,20,104
136,3,9,105
137,7,9,106
138,44,11,107
139,10,31,108
140,23,6,109
141,8,19,110
142,10,6,111
143,4,17,112
144,3,10,113
145,6,18,114
146,3,3,115
147,6,22,116
148,21,8,117
149,6,4,118
150,6,37,119
151,44,8,120
152,18,37,121
153,11,9,122
154,4,8,123
155,4,11,124
156,31,5,125
157,28,23,126
158,26,19,127
159,50,8,128
160,35,8,129
161,40,7,130
162,4,16,131
163,10,35,131
164,44,9,132
165,17,17,133
166,11,18,133
167,12,9,133
168,9,6,133
169,8,42,134
170,9,33,134
171,22,38,135
172,2,2,136
173,13,4,137
174,20,9,138
175,2,8,139
176,8,10,140
177,6,20,141
178,26,6,141
179,11,24,142
180,13,10,142
181,25,6,143
182,10,14,144
183,11,12,145
184,11,18,146
185,27,10,147
186,10,13,147
187,6,3,148
188,6,24,149
189,2,11,149
190,11,11,150
191,11,3,151
192,12,20,152
193,8,11,153
194,10,6,154
195,2,4,155
196,7,3,156
197,7,2,157
198,16,7,158
