ID,WIDTH,HEIGHT,GROUP
0,15,23,0
1,15,104,0
2,22,24,1
3,4,16,2
4,10,6,2
5,4,12,2
6,2,10,3
7,16,16,4
8,20,3,5
9,16,40,6
10,10,12,7
11,19,4,8
12,39,11,9
13,36,9,10
14,28,14,11
15,22,6,12
16,37,35,13
17,8,12,13
18,11,33,14
19,13,9,14
20,8,10,15
21,12,4,15
22,101,37,16
23,15,18,16
24,7,7,16
25,22,49,17
26,8,35,18
27,36,10,19
28,3,17,20
29,12,21,21
30,9,4,22
31,14,17,23
32,9,5,24
33,26,4,25
34,18,94,26
35,17,29,27
36,16,5,28
37,8,32,28
38,20,19,29
39,23,42,30
40,9,11,31
41,9,31,32
42,11,12,33
43,55,14,34
44,7,7,35
45,50,10,36
46,6,1,37
47,4,14,38
48,2,10,39
49,1,5,40
50,21,13,41
51,50,11,42
52,16,54,43
53,5,1,44
54,18,47,45
55,13,19,46
56,32,5,47
57,44,12,48
58,6,4,49
59,11,48,50
60,16,40,51
61,31,19,52
62,22,59,52
63,14,5,52
64,34,6,52
65,17,6,53
66,6,8,53
67,8,6,53
68,8,6,54
69,10,37,54
70,14,45,55
71,20,53,55
72,23,42,56
73,25,11,57
74,3,7,58
75,9,3,59
76,15,3,59
77,4,1,60
78,22,65,60
79,16,3,60
80,2,13,61
81,5,1,62
82,13,35,63
83,14,80,64
84,24,5,65
85,15,40,66
86,15,81,67
87,10,56,68
88,25,46,69
89,99,25,70
90,11,12,71
91,22,10,72
92,24,8,73
93,11,2,74
94,5,16,75
95,11,2,75
96,23,14,76
