ID,WIDTH,HEIGHT,GROUP
0,3,10,0
1,10,35,1
2,11,36,2
3,7,5,3
4,12,7,4
5,14,28,5
6,12,29,6
7,62,9,7
8,26,94,8
9,15,11,9
10,31,14,10
11,24,52,10
12,13,29,11
13,25,8,12
14,22,6,12
15,1,6,13
16,14,10,14
17,26,23,15
18,21,12,16
19,4,15,17
20,48,9,18
21,7,48,19
22,3,5,20
23,37,12,21
24,23,9,22
25,8,12,23
26,3,16,24
27,3,6,25
28,28,7,25
29,52,34,26
30,28,15,26
31,7,19,27
32,21,20,28
33,2,2,29
34,7,14,29
35,2,3,29
36,13,14,30
37,29,7,31
38,2,4,32
39,42,22,33
40,28,15,34
41,10,2,35
42,6,9,36
43,13,45,37
44,8,7,38
45,23,98,39
46,50,11,40
47,15,36,41
48,11,7,42
49,13,21,43
50,23,19,44
51,33,11,45
52,7,18,46
53,15,26,47
54,30,10,48
55,20,29,48
56,21,26,49
57,37,20,49
58,20,31,49
59,5,2,50
60,25,11,50
61,7,17,50
62,18,17,50
63,9,26,51
64,46,7,51
65,72,16,52
66,20,26,53
67,14,26,53
68,1,1,53
69,5,24,54
70,42,32,54
71,6,13,55
72,42,26,56
73,16,79,57
74,2,8,58
75,22,37,59
76,15,13,60
77,35,14,61
78,12,22,62
79,9,5,63
80,19,34,64
81,60,14,65
82,5,34,65
83,18,41,66
84,26,4,67
85,97,21,68
86,13,10,69
87,76,13,70
88,5,12,70
89,13,48,71
90,9,9,71
91,18,18,72
92,11,14,73
93,27,11,73
94,7,24,74
95,6,14,75
96,14,28,76
