ID,WIDTH,HEIGHT,GROUP
0,6,11,0
1,7,23,0
2,69,10,0
3,10,9,1
4,16,10,1
5,16,5,1
6,10,33,2
7,15,6,2
8,73,18,3
9,18,24,4
10,17,24,5
11,4,9,6
12,10,15,7
13,8,8,8
14,6,9,9
15,20,5,9
16,8,14,10
17,6,20,11
18,2,8,12
19,19,6,13
20,13,11,14
21,29,7,15
22,9,7,16
23,18,6,17
24,21,10,18
25,9,4,19
26,21,8,20
27,10,32,21
28,5,14,22
29,5,12,23
30,22,5,24
31,16,15,25
32,3,6,26
33,22,8,27
34,26,10,28
35,10,5,29
36,9,8,30
37,12,24,31
38,26,35,32
39,13,35,33
40,14,35,34
41,15,8,35
42,19,6,36
43,7,7,37
44,11,17,37
45,5,6,38
46,42,6,38
47,12,5,39
48,4,5,40
49,7,4,41
50,19,3,42
51,22,14,43
52,5,21,44
53,3,16,45
54,4,15,46
55,7,7,47
56,23,49,48
57,15,8,49
58,27,6,50
59,21,14,51
60,10,11,52
61,4,3,53
62,16,30,54
63,7,15,55
64,25,4,56
65,10,13,57
66,4,12,58
67,9,5,59
68,34,7,60
69,5,20,61
70,8,2,62
71,14,11,63
72,37,35,64
73,4,11,65
74,3,7,66
75,4,4,67
76,7,17,68
77,23,18,69
78,7,8,69
79,21,19,70
80,11,20,71
81,7,2,72
82,26,6,73
83,2,4,74
84,19,4,74
85,6,6,75
86,7,11,75
87,21,16,76
88,5,5,77
89,23,31,78
90,13,16,79
91,10,12,80
92,11,35,81
93,5,20,81
94,22,10,82
95,16,3,82
96,21,5,83
97,11,17,83
98,11,10,83
99,9,4,84
100,11,18,85
101,20,86,86
102,20,8,87
103,4,19,88
104,10,8,88
105,9,15,89
106,22,8,90
107,19,31,91
108,15,6,91
109,19,4,91
110,80,18,91
111,7,3,92
112,31,24,93
113,25,4,94
114,4,18,95
115,6,13,96
116,4,5,97
117,9,6,98
118,21,6,99
119,7,16,100
120,8,15,101
121,8,10,102
122,28,46,103
123,5,5,103
124,21,6,104
125,37,8,105
126,4,9,106
127,7,10,107
128,9,22,108
129,6,18,109
130,5,20,110
131,28,6,111
132,3,15,111
133,15,6,112
134,21,8,112
135,21,15,113
136,7,5,113
137,2,6,113
138,63,16,114
139,17,29,114
140,10,10,115
141,5,12,116
142,3,5,117
143,14,14,118
144,4,6,119
145,9,6,120
146,16,19,121
147,4,8,122
148,4,15,122
149,21,3,123
150,18,4,123
151,10,17,124
152,8,9,125
153,7,5,126
154,19,8,126
155,8,16,127
156,5,11,127
157,15,9,128
158,5,19,128
159,14,16,128
160,8,41,129
161,3,8,130
162,4,2,131
163,12,5,132
164,57,17,133
165,3,2,134
166,10,13,135
167,5,10,136
168,5,5,136
169,14,46,137
170,4,11,138
171,31,11,138
172,7,25,138
173,15,4,138
174,7,6,139
175,6,21,140
176,3,20,141
177,17,27,142
178,11,41,143
179,35,10,143
180,9,5,144
181,6,11,145
182,2,6,146
183,7,16,147
184,22,8,148
185,12,35,149
186,21,49,150
187,8,11,151
188,9,4,152
189,35,14,152
190,7,9,153
191,5,30,154
192,8,23,155
193,5,14,156
194,25,6,156
195,19,15,156
196,3,5,157
197,3,9,158
198,9,3,158
